step,loss,lr
1,2.5196,1.4285714285714287e-07
step,loss,lr
1,2.5768,1.4285714285714287e-07
step,loss,lr
1,2.5807,1.4285714285714287e-07
step,loss,lr
1,2.4493,1.4285714285714287e-07
