step,loss,lr
1,0.7144,2.0000000000000002e-07
5000,0.4401,9.090909090909092e-05
10000,0.4323,8.081010101010101e-05
15000,0.4321,7.071313131313132e-05
20000,0.4318,6.0618181818181816e-05
25000,0.4315,5.051919191919192e-05
30000,0.4315,4.0422222222222225e-05
35000,0.4314,3.0325252525252528e-05
40000,0.431,2.022828282828283e-05
45000,0.4309,1.0131313131313132e-05
50000,0.4308,3.434343434343435e-08
50000,0.4323547900700569,None
